DateTime,Players,Average_Players,Twitch_Viewers,Source
2023-05-16,1820.0,1253.0,231.0,ACV
2023-05-17,1767.0,1251.0,275.0,ACV
2023-05-18,1850.0,1315.0,1142.0,ACV
2023-05-19,1885.0,1312.0,589.0,ACV
2023-05-20,2217.0,1618.0,241.0,ACV
2023-05-21,2550.0,1785.0,331.0,ACV
2023-05-22,1761.0,1236.0,266.0,ACV
2023-05-23,1712.0,1174.0,326.0,ACV
2023-05-24,1649.0,1123.0,492.0,ACV
2023-05-25,1574.0,1125.0,1432.0,ACV
2023-05-26,1683.0,1216.0,240.0,ACV
2023-05-27,2088.0,1518.0,282.0,ACV
2023-05-28,2233.0,1683.0,224.0,ACV
2023-05-29,1974.0,1421.0,208.0,ACV
2023-05-30,1711.0,1153.0,361.0,ACV
2023-05-31,1517.0,1093.0,294.0,ACV
2023-06-01,1462.0,1039.0,1200.0,ACV
2023-06-02,1528.0,1091.0,224.0,ACV
2023-06-03,1819.0,1388.0,246.0,ACV
2023-06-04,2122.0,1564.0,277.0,ACV
2023-06-05,1538.0,1110.0,297.0,ACV
2023-06-06,1522.0,1042.0,264.0,ACV
2023-06-07,1386.0,1013.0,631.0,ACV
2023-06-08,1468.0,1072.0,8746.0,ACV
2023-06-09,2612.0,1735.0,262.0,ACV
2023-06-10,4567.0,3175.0,372.0,ACV
2023-06-11,6262.0,4486.0,336.0,ACV
2023-06-12,5121.0,3780.0,287.0,ACV
2023-06-13,5331.0,3813.0,317.0,ACV
2023-06-14,5552.0,3917.0,342.0,ACV
2023-06-15,5399.0,3935.0,414.0,ACV
2023-06-16,5465.0,3908.0,555.0,ACV
2023-06-17,6006.0,4408.0,260.0,ACV
2023-06-18,6396.0,4582.0,288.0,ACV
2023-06-19,4682.0,3415.0,270.0,ACV
2023-06-20,4357.0,3058.0,1264.0,ACV
2023-06-21,4052.0,2867.0,230.0,ACV
2023-06-22,3855.0,2847.0,970.0,ACV
2023-06-23,3740.0,2761.0,262.0,ACV
2023-06-24,4278.0,3155.0,225.0,ACV
2023-06-25,4646.0,3298.0,196.0,ACV
2023-06-26,3405.0,2502.0,304.0,ACV
2023-06-27,3393.0,2390.0,243.0,ACV
2023-06-28,3045.0,2235.0,193.0,ACV
2023-06-29,2960.0,2157.0,1214.0,ACV
2023-06-30,3565.0,2465.0,309.0,ACV
2023-07-01,4794.0,3478.0,285.0,ACV
2023-07-02,5708.0,4130.0,297.0,ACV
2023-07-03,4783.0,3481.0,444.0,ACV
2023-07-04,5028.0,3629.0,440.0,ACV
2023-07-05,4762.0,3451.0,446.0,ACV
2023-07-06,4688.0,3452.0,294.0,ACV
2023-07-07,4956.0,3542.0,187.0,ACV
2023-07-08,5740.0,4273.0,600.0,ACV
2023-07-09,6524.0,4839.0,388.0,ACV
2023-07-10,5099.0,3785.0,361.0,ACV
2023-07-11,5045.0,3658.0,553.0,ACV
2023-07-12,4965.0,3611.0,453.0,ACV
2023-07-13,5059.0,3675.0,1494.0,ACV
2023-07-14,5113.0,3661.0,723.0,ACV
2023-07-15,5670.0,4197.0,249.0,ACV
2023-07-16,6144.0,4454.0,421.0,ACV
2023-07-17,4527.0,3392.0,330.0,ACV
2023-07-18,4378.0,3121.0,386.0,ACV
2023-07-19,4076.0,2971.0,339.0,ACV
2023-07-20,3994.0,2779.0,921.0,ACV
2023-07-21,3876.0,2739.0,334.0,ACV
2023-07-22,4535.0,3229.0,372.0,ACV
2023-07-23,4886.0,3510.0,341.0,ACV
2023-07-24,3641.0,2622.0,308.0,ACV
2023-07-25,4009.0,2766.0,330.0,ACV
2023-07-26,4385.0,3049.0,586.0,ACV
2023-07-27,4532.0,3262.0,1445.0,ACV
2023-07-28,4919.0,3491.0,240.0,ACV
2023-07-29,5915.0,4324.0,203.0,ACV
2023-07-30,6988.0,5003.0,241.0,ACV
2023-07-31,5599.0,4104.0,388.0,ACV
2023-08-01,5390.0,3900.0,338.0,ACV
2023-08-02,4892.0,3577.0,259.0,ACV
2023-08-03,4807.0,3339.0,1163.0,ACV
2023-08-04,4579.0,3197.0,869.0,ACV
2023-08-05,5163.0,3682.0,274.0,ACV
2023-08-06,5519.0,3936.0,1050.0,ACV
2023-08-07,4054.0,2923.0,1509.0,ACV
2023-08-08,3834.0,2696.0,1498.0,ACV
2023-08-09,3614.0,2562.0,1317.0,ACV
2023-08-10,3500.0,2457.0,2712.0,ACV
2023-08-11,3439.0,2439.0,2319.0,ACV
2023-08-12,4069.0,2931.0,927.0,ACV
2023-08-13,4358.0,3124.0,1565.0,ACV
2023-08-14,3294.0,2413.0,2145.0,ACV
2023-08-15,3398.0,2347.0,1588.0,ACV
2023-08-16,2928.0,2100.0,1176.0,ACV
2023-08-17,2955.0,2055.0,2782.0,ACV
2023-08-18,2887.0,2029.0,916.0,ACV
2023-08-19,3493.0,2441.0,595.0,ACV
2023-08-20,3748.0,2649.0,929.0,ACV
2023-08-21,2722.0,1985.0,1653.0,ACV
2023-08-22,2648.0,1830.0,1486.0,ACV
2023-08-23,2519.0,1791.0,2674.0,ACV
2023-08-24,2592.0,1807.0,2346.0,ACV
2023-08-25,2714.0,1860.0,2165.0,ACV
2023-08-26,3300.0,2271.0,701.0,ACV
2023-08-27,3516.0,2483.0,2331.0,ACV
2023-08-28,2535.0,1801.0,1142.0,ACV
2023-08-29,2607.0,1750.0,1610.0,ACV
2023-08-30,2441.0,1696.0,1498.0,ACV
2023-08-31,2276.0,1596.0,1613.0,ACV
2023-09-01,2324.0,1604.0,799.0,ACV
2023-09-02,2754.0,1980.0,228.0,ACV
2023-09-03,2995.0,2121.0,1631.0,ACV
2023-09-04,2893.0,1979.0,1464.0,ACV
2023-09-05,3054.0,2116.0,1255.0,ACV
2023-09-06,3278.0,2247.0,949.0,ACV
2023-09-07,3604.0,2430.0,1566.0,ACV
2023-09-08,3945.0,2673.0,974.0,ACV
2023-09-09,4927.0,3444.0,242.0,ACV
2023-09-10,5737.0,3979.0,1237.0,ACV
2023-09-11,4290.0,2938.0,1482.0,ACV
2023-09-12,4018.0,2684.0,1448.0,ACV
2023-09-13,3748.0,2551.0,1428.0,ACV
2023-09-14,3591.0,2418.0,1385.0,ACV
2023-09-15,3692.0,2416.0,875.0,ACV
2023-09-16,4339.0,3015.0,472.0,ACV
2023-09-17,4602.0,3181.0,327.0,ACV
2023-09-18,3318.0,2277.0,339.0,ACV
2023-09-19,3230.0,2123.0,435.0,ACV
2023-09-20,3058.0,2030.0,248.0,ACV
2023-09-21,3018.0,1952.0,294.0,ACV
2023-09-22,3007.0,2006.0,255.0,ACV
2023-09-23,3699.0,2536.0,255.0,ACV
2023-09-24,3909.0,2695.0,390.0,ACV
2023-09-25,2637.0,1826.0,428.0,ACV
2023-09-26,2632.0,1731.0,222.0,ACV
2023-09-27,2426.0,1671.0,343.0,ACV
2023-09-28,2376.0,1643.0,259.0,ACV
2023-09-29,2371.0,1682.0,265.0,ACV
2023-09-30,2881.0,2076.0,257.0,ACV
2023-10-01,3416.0,2314.0,325.0,ACV
2023-10-02,2402.0,1750.0,366.0,ACV
2023-10-03,2476.0,1689.0,767.0,ACV
2023-10-04,2304.0,1618.0,356.0,ACV
2023-10-05,2369.0,1627.0,1306.0,ACV
2023-10-06,2487.0,1725.0,1539.0,ACV
2023-10-07,3271.0,2142.0,690.0,ACV
2023-10-08,3605.0,2380.0,1394.0,ACV
2023-10-09,2616.0,1828.0,1514.0,ACV
2023-10-10,2449.0,1659.0,713.0,ACV
2023-10-11,2362.0,1608.0,1246.0,ACV
2023-10-12,2478.0,1645.0,1548.0,ACV
2023-10-13,2511.0,1689.0,411.0,ACV
2023-10-14,3294.0,2182.0,449.0,ACV
2023-10-15,3477.0,2369.0,419.0,ACV
2023-10-16,2394.0,1620.0,306.0,ACV
2023-10-17,2259.0,1523.0,486.0,ACV
2023-10-18,2187.0,1507.0,282.0,ACV
2023-10-19,2187.0,1477.0,705.0,ACV
2023-10-20,2257.0,1542.0,265.0,ACV
2023-10-21,2920.0,1989.0,175.0,ACV
2023-10-22,3183.0,2172.0,236.0,ACV
2023-10-23,2201.0,1505.0,249.0,ACV
2023-10-24,2077.0,1419.0,302.0,ACV
2023-10-25,2061.0,1386.0,494.0,ACV
2023-10-26,1986.0,1349.0,481.0,ACV
2023-10-27,2171.0,1427.0,225.0,ACV
2023-10-28,2652.0,1804.0,158.0,ACV
2023-10-29,2783.0,1957.0,715.0,ACV
2023-10-30,1932.0,1384.0,212.0,ACV
2023-10-31,1873.0,1316.0,683.0,ACV
2023-11-01,2062.0,1394.0,178.0,ACV
2023-11-02,1944.0,1307.0,214.0,ACV
2023-11-03,1928.0,1359.0,164.0,ACV
2023-11-04,2466.0,1731.0,380.0,ACV
2023-11-05,2715.0,1891.0,375.0,ACV
2023-11-06,1813.0,1279.0,360.0,ACV
2023-11-07,1714.0,1193.0,720.0,ACV
2023-11-08,1689.0,1158.0,221.0,ACV
2023-11-09,1599.0,1140.0,219.0,ACV
2023-11-10,1757.0,1231.0,163.0,ACV
2023-11-11,2260.0,1569.0,194.0,ACV
2023-11-12,2474.0,1753.0,186.0,ACV
2023-11-13,1740.0,1201.0,235.0,ACV
2023-11-14,1653.0,1156.0,216.0,ACV
2023-11-15,1621.0,1117.0,166.0,ACV
2023-11-16,1556.0,1097.0,147.0,ACV
2023-11-17,1663.0,1160.0,399.0,ACV
2023-11-18,2171.0,1507.0,505.0,ACV
2023-11-19,2376.0,1662.0,533.0,ACV
2023-11-20,1698.0,1154.0,488.0,ACV
2023-11-21,1630.0,1136.0,421.0,ACV
2023-11-22,2188.0,1472.0,397.0,ACV
2023-11-23,2684.0,1942.0,377.0,ACV
2023-11-24,3328.0,2362.0,469.0,ACV
2023-11-25,4490.0,3270.0,389.0,ACV
2023-11-26,5357.0,3913.0,416.0,ACV
2023-11-27,4081.0,3015.0,345.0,ACV
2023-11-28,4269.0,3151.0,479.0,ACV
2023-11-29,4305.0,3131.0,323.0,ACV
2023-11-30,4022.0,2906.0,2454.0,ACV
2023-12-01,4072.0,2853.0,189.0,ACV
2023-12-02,5038.0,3544.0,233.0,ACV
2023-12-03,5121.0,3689.0,235.0,ACV
2023-12-04,3507.0,2578.0,199.0,ACV
2023-12-05,3394.0,2407.0,227.0,ACV
2023-12-06,3209.0,2325.0,183.0,ACV
2023-12-07,3039.0,2170.0,229.0,ACV
2023-12-08,3860.0,2673.0,242.0,ACV
2023-12-09,5487.0,3973.0,250.0,ACV
2023-12-10,6745.0,4908.0,213.0,ACV
2023-12-11,5057.0,3787.0,187.0,ACV
2023-12-12,5107.0,3769.0,346.0,ACV
2023-12-13,5157.0,3838.0,189.0,ACV
2023-12-14,5094.0,3782.0,414.0,ACV
2023-12-15,5270.0,3825.0,231.0,ACV
2023-12-16,6170.0,4497.0,540.0,ACV
2023-12-17,6347.0,4685.0,516.0,ACV
2023-12-18,4500.0,3432.0,343.0,ACV
2023-12-19,4411.0,3217.0,961.0,ACV
2023-12-20,4084.0,3047.0,534.0,ACV
2023-12-21,4098.0,3002.0,1362.0,ACV
2023-12-22,4470.0,3193.0,766.0,ACV
2023-12-23,5525.0,4003.0,540.0,ACV
2023-12-24,5702.0,4151.0,173.0,ACV
2023-12-25,5476.0,4023.0,582.0,ACV
2023-12-26,6026.0,4404.0,716.0,ACV
2023-12-27,5738.0,4321.0,526.0,ACV
2023-12-28,5839.0,4364.0,341.0,ACV
2023-12-29,6056.0,4490.0,419.0,ACV
2023-12-30,6719.0,5000.0,410.0,ACV
2023-12-31,6705.0,4864.0,349.0,ACV
2024-01-01,6859.0,5116.0,361.0,ACV
2024-01-02,6321.0,4680.0,532.0,ACV
2024-01-03,5896.0,4418.0,526.0,ACV
2024-01-04,5893.0,4369.0,238.0,ACV
2024-01-05,5982.0,4348.0,608.0,ACV
2024-01-06,6882.0,5033.0,773.0,ACV
2024-01-07,6968.0,5180.0,615.0,ACV
2024-01-08,4737.0,3614.0,466.0,ACV
2024-01-09,4462.0,3281.0,509.0,ACV
2024-01-10,4212.0,3122.0,627.0,ACV
2024-01-11,3987.0,2941.0,479.0,ACV
2024-01-12,4269.0,3052.0,843.0,ACV
2024-01-13,5475.0,3878.0,921.0,ACV
2024-01-14,5709.0,4145.0,602.0,ACV
2024-01-15,4070.0,2987.0,775.0,ACV
2024-01-16,3735.0,2780.0,694.0,ACV
2024-01-17,3656.0,2680.0,674.0,ACV
2024-01-18,3462.0,2578.0,643.0,ACV
2024-01-19,3731.0,2634.0,681.0,ACV
2024-01-20,4700.0,3339.0,579.0,ACV
2024-01-21,4942.0,3562.0,717.0,ACV
2024-01-22,3407.0,2478.0,329.0,ACV
2024-01-23,3174.0,2305.0,955.0,ACV
2024-01-24,3117.0,2239.0,753.0,ACV
2024-01-25,2946.0,2129.0,406.0,ACV
2024-01-26,3024.0,2196.0,425.0,ACV
2024-01-27,3917.0,2823.0,586.0,ACV
2024-01-28,4227.0,3016.0,686.0,ACV
2024-01-29,2903.0,2096.0,440.0,ACV
2024-01-30,2810.0,1998.0,625.0,ACV
2024-01-31,2654.0,1910.0,594.0,ACV
2024-02-01,2623.0,1877.0,437.0,ACV
2024-02-02,2754.0,1955.0,289.0,ACV
2024-02-03,3501.0,2518.0,480.0,ACV
2024-02-04,3919.0,2681.0,733.0,ACV
2024-02-05,2683.0,1914.0,852.0,ACV
2024-02-06,2548.0,1803.0,825.0,ACV
2024-02-07,2419.0,1734.0,396.0,ACV
2024-02-08,2370.0,1722.0,612.0,ACV
2024-02-09,2414.0,1748.0,486.0,ACV
2024-02-10,3039.0,2143.0,326.0,ACV
2024-02-11,3477.0,2367.0,321.0,ACV
2024-02-12,2466.0,1786.0,505.0,ACV
2024-02-13,2425.0,1700.0,796.0,ACV
2024-02-14,2161.0,1556.0,612.0,ACV
2024-02-15,2154.0,1561.0,773.0,ACV
2024-02-16,2935.0,2074.0,783.0,ACV
2024-02-17,4419.0,3180.0,297.0,ACV
2024-02-18,5565.0,3918.0,521.0,ACV
2024-02-19,4525.0,3276.0,582.0,ACV
2024-02-20,4133.0,3181.0,793.0,ACV
2024-02-21,4139.0,3140.0,506.0,ACV
2024-02-22,4213.0,3131.0,641.0,ACV
2024-02-23,4608.0,3337.0,368.0,ACV
2024-02-24,5658.0,4102.0,288.0,ACV
2024-02-25,6248.0,4468.0,470.0,ACV
2024-02-26,4439.0,3303.0,397.0,ACV
2024-02-27,4314.0,3169.0,541.0,ACV
2024-02-28,4323.0,3163.0,342.0,ACV
2024-02-29,4264.0,3104.0,401.0,ACV
2024-03-01,4469.0,3179.0,406.0,ACV
2024-03-02,5368.0,3896.0,342.0,ACV
2024-03-03,5654.0,4052.0,370.0,ACV
2024-03-04,3841.0,2808.0,789.0,ACV
2024-03-05,3706.0,2596.0,287.0,ACV
2024-03-06,3405.0,2461.0,314.0,ACV
2024-03-07,3330.0,2385.0,502.0,ACV
2024-03-08,3668.0,2535.0,3264.0,ACV
2024-03-09,4512.0,3150.0,431.0,ACV
2024-03-10,4750.0,3386.0,581.0,ACV
2024-03-11,3276.0,2331.0,1157.0,ACV
2024-03-12,3322.0,2203.0,1934.0,ACV
2024-03-13,2973.0,2086.0,1659.0,ACV
2024-03-14,2912.0,1949.0,1971.0,ACV
2024-03-15,3324.0,2273.0,1471.0,ACV
2024-03-16,4651.0,3241.0,336.0,ACV
2024-03-17,5412.0,3769.0,2241.0,ACV
2024-03-18,3816.0,2762.0,1194.0,ACV
2024-03-19,3892.0,2719.0,2014.0,ACV
2024-03-20,3851.0,2750.0,1121.0,ACV
2024-03-21,3842.0,2724.0,1885.0,ACV
2024-03-22,3938.0,2773.0,820.0,ACV
2024-03-23,4956.0,3499.0,462.0,ACV
2024-03-24,5460.0,3765.0,1007.0,ACV
2024-03-25,3664.0,2583.0,1422.0,ACV
2024-03-26,3456.0,2346.0,1805.0,ACV
2024-03-27,3172.0,2286.0,1804.0,ACV
2024-03-28,3352.0,2308.0,1843.0,ACV
2024-03-29,3727.0,2594.0,1055.0,ACV
2024-03-30,3943.0,2799.0,345.0,ACV
2024-03-31,4055.0,2893.0,1066.0,ACV
2024-04-01,3664.0,2413.0,1165.0,ACV
2024-04-02,3016.0,2005.0,2073.0,ACV
2024-04-03,2911.0,1923.0,1940.0,ACV
2024-04-04,2831.0,1989.0,1733.0,ACV
2024-04-05,2772.0,1980.0,882.0,ACV
2024-04-06,3339.0,2352.0,555.0,ACV
2024-04-07,3655.0,2466.0,1059.0,ACV
2024-04-08,2586.0,1801.0,1194.0,ACV
2024-04-09,2591.0,1729.0,2068.0,ACV
2024-04-10,2431.0,1665.0,1210.0,ACV
2024-04-11,2355.0,1604.0,1740.0,ACV
2024-04-12,2433.0,1653.0,1281.0,ACV
2024-04-13,2966.0,2090.0,368.0,ACV
2024-04-14,3269.0,2260.0,1084.0,ACV
2024-04-15,2265.0,1556.0,1257.0,ACV
2024-04-16,2236.0,1492.0,2003.0,ACV
2024-04-17,2185.0,1470.0,2178.0,ACV
2024-04-18,2164.0,1450.0,1632.0,ACV
2024-04-19,2431.0,1535.0,890.0,ACV
2024-04-20,2999.0,1992.0,323.0,ACV
2024-04-21,3255.0,2172.0,943.0,ACV
2024-04-22,2152.0,1482.0,1228.0,ACV
2024-04-23,2191.0,1424.0,655.0,ACV
2024-04-24,1975.0,1343.0,401.0,ACV
2024-04-25,1935.0,1339.0,538.0,ACV
2024-04-26,2020.0,1360.0,282.0,ACV
2024-04-27,2450.0,1735.0,268.0,ACV
2024-04-28,2800.0,1900.0,264.0,ACV
2024-04-29,1931.0,1363.0,321.0,ACV
2024-04-30,1932.0,1341.0,305.0,ACV
2024-05-01,2333.0,1600.0,153.0,ACV
2024-05-02,1806.0,1307.0,340.0,ACV
2024-05-03,1980.0,1394.0,384.0,ACV
2024-05-04,2375.0,1683.0,278.0,ACV
2024-05-05,2715.0,1826.0,364.0,ACV
2024-05-06,1926.0,1355.0,237.0,ACV
2024-05-07,1853.0,1228.0,333.0,ACV
2024-05-08,1772.0,1223.0,513.0,ACV
2024-05-09,1930.0,1271.0,1167.0,ACV
2024-05-10,1801.0,1240.0,894.0,ACV
2024-05-11,2166.0,1517.0,247.0,ACV
2024-05-12,2420.0,1688.0,193.0,ACV
2024-05-13,1718.0,1216.0,335.0,ACV
2024-05-14,1715.0,1173.0,541.0,ACV
2024-05-15,1661.0,1163.0,830.0,ACV
2024-05-16,2210.0,1498.0,1365.0,ACV
2024-05-17,3077.0,2086.0,703.0,ACV
2024-05-18,4228.0,2999.0,195.0,ACV
2024-05-19,5176.0,3760.0,603.0,ACV
2024-05-20,4621.0,3148.0,400.0,ACV
2024-05-21,4369.0,2999.0,1926.0,ACV
2024-05-22,4466.0,3113.0,1391.0,ACV
2024-05-23,4327.0,3078.0,1351.0,ACV
2024-05-24,4581.0,3224.0,433.0,ACV
2024-05-25,5541.0,4032.0,260.0,ACV
2024-05-26,6425.0,4591.0,706.0,ACV
2024-05-27,5041.0,3531.0,722.0,ACV
2024-05-28,4463.0,3093.0,866.0,ACV
2024-05-29,4249.0,2924.0,1284.0,ACV
2024-05-30,4431.0,2978.0,413.0,ACV
2024-05-31,4133.0,2822.0,335.0,ACV
2024-06-01,4737.0,3310.0,263.0,ACV
2024-06-02,5044.0,3523.0,486.0,ACV
2024-06-03,3461.0,2421.0,486.0,ACV
2024-06-04,3367.0,2309.0,987.0,ACV
2024-06-05,3156.0,2160.0,718.0,ACV
