"DateTime";"Positive reviews";"Negative reviews"
"2023-10-15 00:00:00";;
"2023-10-16 00:00:00";24;-12
"2023-10-17 00:00:00";13;-6
"2023-10-18 00:00:00";;
"2023-10-19 00:00:00";;
"2023-10-20 00:00:00";31;-6
"2023-10-21 00:00:00";16;
"2023-10-22 00:00:00";21;-5
"2023-10-23 00:00:00";;
"2023-10-24 00:00:00";19;-6
"2023-10-25 00:00:00";14;-5
"2023-10-26 00:00:00";13;-3
"2023-10-27 00:00:00";11;-3
"2023-10-28 00:00:00";;
"2023-10-29 00:00:00";18;-8
"2023-10-30 00:00:00";16;-9
"2023-10-31 00:00:00";18;-5
"2023-11-01 00:00:00";;
"2023-11-02 00:00:00";13;-4
"2023-11-03 00:00:00";10;-5
"2023-11-04 00:00:00";16;-8
"2023-11-05 00:00:00";;
"2023-11-06 00:00:00";12;-7
"2023-11-07 00:00:00";8;-2
"2023-11-08 00:00:00";;
"2023-11-09 00:00:00";14;-4
"2023-11-10 00:00:00";12;-2
"2023-11-11 00:00:00";;
"2023-11-12 00:00:00";20;-5
"2023-11-13 00:00:00";14;-8
"2023-11-14 00:00:00";13;-2
"2023-11-15 00:00:00";;
"2023-11-16 00:00:00";15;-1
"2023-11-17 00:00:00";11;-1
"2023-11-18 00:00:00";;
"2023-11-19 00:00:00";19;-7
"2023-11-20 00:00:00";;
"2023-11-21 00:00:00";15;
"2023-11-22 00:00:00";425;-30
"2023-11-23 00:00:00";;
"2023-11-24 00:00:00";468;-32
"2023-11-25 00:00:00";267;-23
"2023-11-26 00:00:00";;
"2023-11-27 00:00:00";306;-22
"2023-11-28 00:00:00";199;-21
"2023-11-29 00:00:00";;
"2023-11-30 00:00:00";61;-15
"2023-12-01 00:00:00";56;-20
"2023-12-02 00:00:00";36;-15
"2023-12-03 00:00:00";;
"2023-12-04 00:00:00";34;-12
"2023-12-05 00:00:00";38;-6
"2023-12-06 00:00:00";;
"2023-12-07 00:00:00";29;-9
"2023-12-08 00:00:00";;
"2023-12-09 00:00:00";28;-8
"2023-12-10 00:00:00";55;-23
"2023-12-11 00:00:00";;
"2023-12-12 00:00:00";89;-13
"2023-12-13 00:00:00";50;-12
"2023-12-14 00:00:00";;
"2023-12-15 00:00:00";47;-17
"2023-12-16 00:00:00";41;-13
"2023-12-17 00:00:00";67;-22
"2023-12-18 00:00:00";;
"2023-12-19 00:00:00";48;-9
"2023-12-20 00:00:00";33;-6
"2023-12-21 00:00:00";;
"2023-12-22 00:00:00";37;-14
"2023-12-23 00:00:00";;
"2023-12-24 00:00:00";66;-6
"2023-12-25 00:00:00";71;-21
"2023-12-26 00:00:00";;
"2023-12-27 00:00:00";71;-22
"2023-12-28 00:00:00";56;-29
"2023-12-29 00:00:00";;
"2023-12-30 00:00:00";67;-20
"2023-12-31 00:00:00";59;-14
"2024-01-01 00:00:00";;
"2024-01-02 00:00:00";57;-12
"2024-01-03 00:00:00";;
"2024-01-04 00:00:00";76;-20
"2024-01-05 00:00:00";51;-20
"2024-01-06 00:00:00";;
"2024-01-07 00:00:00";59;-15
"2024-01-08 00:00:00";45;-22
"2024-01-09 00:00:00";27;-10
"2024-01-10 00:00:00";;
"2024-01-11 00:00:00";25;-8
"2024-01-12 00:00:00";39;-11
"2024-01-13 00:00:00";;
"2024-01-14 00:00:00";32;-17
"2024-01-15 00:00:00";42;-15
"2024-01-16 00:00:00";;
"2024-01-17 00:00:00";30;-14
"2024-01-18 00:00:00";;
"2024-01-19 00:00:00";22;-9
"2024-01-20 00:00:00";16;-12
"2024-01-21 00:00:00";;
"2024-01-22 00:00:00";36;-11
"2024-01-23 00:00:00";15;-11
"2024-01-24 00:00:00";;
"2024-01-25 00:00:00";19;-8
"2024-01-26 00:00:00";27;-6
"2024-01-27 00:00:00";;
"2024-01-28 00:00:00";31;-10
"2024-01-29 00:00:00";;
"2024-01-30 00:00:00";21;-7
"2024-01-31 00:00:00";5;-9
"2024-02-01 00:00:00";;
"2024-02-02 00:00:00";19;-3
"2024-02-03 00:00:00";24;-7
"2024-02-04 00:00:00";;
"2024-02-05 00:00:00";11;-3
"2024-02-06 00:00:00";;
"2024-02-07 00:00:00";18;-3
"2024-02-08 00:00:00";12;
"2024-02-09 00:00:00";;
"2024-02-10 00:00:00";20;-6
"2024-02-11 00:00:00";13;-12
"2024-02-12 00:00:00";;
"2024-02-13 00:00:00";27;-13
"2024-02-14 00:00:00";;
"2024-02-15 00:00:00";21;-12
"2024-02-16 00:00:00";;
"2024-02-17 00:00:00";36;-18
"2024-02-18 00:00:00";46;-26
"2024-02-19 00:00:00";;
"2024-02-20 00:00:00";50;-17
"2024-02-21 00:00:00";48;-25
"2024-02-22 00:00:00";;
"2024-02-23 00:00:00";40;-15
"2024-02-24 00:00:00";;
"2024-02-25 00:00:00";33;-30
"2024-02-26 00:00:00";57;-23
"2024-02-27 00:00:00";;
"2024-02-28 00:00:00";45;-14
"2024-02-29 00:00:00";48;-15
"2024-03-01 00:00:00";;
"2024-03-02 00:00:00";46;-15
"2024-03-03 00:00:00";;
"2024-03-04 00:00:00";54;-34
"2024-03-05 00:00:00";;
"2024-03-06 00:00:00";28;-24
"2024-03-07 00:00:00";;
"2024-03-08 00:00:00";23;-23
"2024-03-09 00:00:00";;
"2024-03-10 00:00:00";34;-25
"2024-03-11 00:00:00";;
"2024-03-12 00:00:00";23;-18
"2024-03-13 00:00:00";;
"2024-03-14 00:00:00";26;-9
"2024-03-15 00:00:00";28;-18
"2024-03-16 00:00:00";;
"2024-03-17 00:00:00";29;-18
"2024-03-18 00:00:00";45;-22
"2024-03-19 00:00:00";;
"2024-03-20 00:00:00";41;-15
"2024-03-21 00:00:00";;
"2024-03-22 00:00:00";33;-18
"2024-03-23 00:00:00";43;-26
"2024-03-24 00:00:00";;
"2024-03-25 00:00:00";33;-46
"2024-03-26 00:00:00";27;-25
"2024-03-27 00:00:00";;
"2024-03-28 00:00:00";24;-13
"2024-03-29 00:00:00";27;-15
"2024-03-30 00:00:00";;
"2024-03-31 00:00:00";26;-22
"2024-04-01 00:00:00";23;-22
"2024-04-02 00:00:00";;
"2024-04-03 00:00:00";19;-24
"2024-04-04 00:00:00";;
"2024-04-05 00:00:00";24;-11
"2024-04-06 00:00:00";;
"2024-04-07 00:00:00";31;-10
"2024-04-08 00:00:00";11;-15
"2024-04-09 00:00:00";16;-4
"2024-04-10 00:00:00";24;-6
"2024-04-11 00:00:00";7;-9
"2024-04-12 00:00:00";17;-6
"2024-04-13 00:00:00";15;-7
"2024-04-14 00:00:00";13;-6
"2024-04-15 00:00:00";18;-12
"2024-04-16 00:00:00";13;-7
"2024-04-17 00:00:00";8;-9
"2024-04-18 00:00:00";6;-10
"2024-04-19 00:00:00";12;-6
"2024-04-20 00:00:00";2;
"2024-04-21 00:00:00";3;-13
"2024-04-22 00:00:00";13;-1
"2024-04-23 00:00:00";7;-9
"2024-04-24 00:00:00";3;-4
"2024-04-25 00:00:00";6;-7
"2024-04-26 00:00:00";8;
"2024-04-27 00:00:00";11;-4
"2024-04-28 00:00:00";12;
"2024-04-29 00:00:00";9;-9
"2024-04-30 00:00:00";3;-5
"2024-05-01 00:00:00";9;
"2024-05-02 00:00:00";11;-3
"2024-05-03 00:00:00";9;-4
"2024-05-04 00:00:00";6;-7
"2024-05-05 00:00:00";12;-2
"2024-05-06 00:00:00";19;-5
"2024-05-07 00:00:00";2;-2
"2024-05-08 00:00:00";11;-4
"2024-05-09 00:00:00";6;-3
"2024-05-10 00:00:00";8;
"2024-05-11 00:00:00";4;-9
"2024-05-12 00:00:00";10;-8
"2024-05-13 00:00:00";13;-3
"2024-05-14 00:00:00";8;-6
"2024-05-15 00:00:00";6;-7
"2024-05-16 00:00:00";6;-7
"2024-05-17 00:00:00";17;-15
"2024-05-18 00:00:00";26;-20
"2024-05-19 00:00:00";34;-17
"2024-05-20 00:00:00";28;-8
"2024-05-21 00:00:00";31;-11
"2024-05-22 00:00:00";26;-21
"2024-05-23 00:00:00";23;-17
"2024-05-24 00:00:00";39;-18
"2024-05-25 00:00:00";45;-20
"2024-05-26 00:00:00";50;-28
"2024-05-27 00:00:00";31;-8
"2024-05-28 00:00:00";39;-12
"2024-05-29 00:00:00";35;-14
"2024-05-30 00:00:00";28;-18
"2024-05-31 00:00:00";27;-17
"2024-06-01 00:00:00";23;-10
"2024-06-02 00:00:00";21;-8
"2024-06-03 00:00:00";26;-13
"2024-06-04 00:00:00";12;-5
"2024-06-05 00:00:00";14;-8
"2024-06-06 00:00:00";13;-11
"2024-06-07 00:00:00";13;-2
"2024-06-08 00:00:00";19;-10
"2024-06-09 00:00:00";21;-12
"2024-06-10 00:00:00";22;-7
"2024-06-11 00:00:00";8;-1
"2024-06-12 00:00:00";13;-3
"2024-06-13 00:00:00";14;-7
"2024-06-14 00:00:00";12;-10
"2024-06-15 00:00:00";15;-7
"2024-06-16 00:00:00";9;-10
"2024-06-17 00:00:00";12;-10
"2024-06-18 00:00:00";14;-8
"2024-06-19 00:00:00";12;-8
"2024-06-20 00:00:00";14;-10
"2024-06-21 00:00:00";8;-9
"2024-06-22 00:00:00";7;-4
"2024-06-23 00:00:00";13;-3
"2024-06-24 00:00:00";11;-3
"2024-06-25 00:00:00";17;-6
"2024-06-26 00:00:00";14;-4
"2024-06-27 00:00:00";12;-4
"2024-06-28 00:00:00";10;-8
"2024-06-29 00:00:00";19;-13
"2024-06-30 00:00:00";31;-15
"2024-07-01 00:00:00";31;-12
"2024-07-02 00:00:00";25;-8
"2024-07-03 00:00:00";30;-6
"2024-07-04 00:00:00";23;-11
"2024-07-05 00:00:00";30;-11
"2024-07-06 00:00:00";36;-11
"2024-07-07 00:00:00";23;-16
"2024-07-08 00:00:00";46;-15
"2024-07-09 00:00:00";27;-12
